url,strategy,response_id,name,artists,meta.artist_y,meta.duration,meta.year,popularity,lowlevel.dissonance.mean,lowlevel.dissonance.stdev,lowlevel.dynamic_complexity,lowlevel.hfc.mean,lowlevel.hfc.stdev,lowlevel.loudness_ebu128.integrated,lowlevel.loudness_ebu128.loudness_range,lowlevel.melbands_crest.mean,lowlevel.melbands_crest.stdev,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_kurtosis.stdev,lowlevel.melbands_skewness.mean,lowlevel.melbands_skewness.stdev,lowlevel.melbands_spread.mean,lowlevel.melbands_spread.stdev,lowlevel.pitch_salience.mean,lowlevel.pitch_salience.stdev,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.stdev,lowlevel.spectral_complexity.mean,lowlevel.spectral_complexity.stdev,lowlevel.spectral_decrease.mean,lowlevel.spectral_decrease.stdev,lowlevel.spectral_energy.mean,lowlevel.spectral_energy.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_kurtosis.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,lowlevel.spectral_rolloff.mean,lowlevel.spectral_rolloff.stdev,lowlevel.spectral_skewness.mean,lowlevel.spectral_skewness.stdev,lowlevel.spectral_strongpeak.mean,lowlevel.spectral_strongpeak.stdev,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.stdev,rhythm.beats_loudness.mean,rhythm.beats_loudness.stdev,rhythm.bpm,rhythm.danceability,rhythm.onset_rate,tonal.chords_changes_rate,tonal.chords_number_rate,tonal.chords_strength.mean,tonal.chords_strength.stdev,tonal.key_krumhansl.strength,tonal.key_krumhansl.key,tonal.key_krumhansl.scale,lowlevel.mfcc.mean.0,lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12
https://open.spotify.com/track/321PCApeQiLLrf03k83cCb,mental_work,R_8EbOmTY4KpFTsDK,watching the stars,['Øneheart'],Øneheart,99,2022,69,0.349098861217,0.0721187219024,3.59041428566,9.96320438385,5.64375734329,-12.1775417328,2.07068920135,24.8279724121,4.95583057404,0.628158271313,0.0918575748801,5.53617620468,9.60137176514,1.8441978693,1.07359886169,3.92481136322,10.1550397873,0.403997719288,0.0912320315838,346.344787598,750.618103027,6.61835622787,2.0295214653,-2.30573871107e-08,8.57785575903e-09,0.0879274085164,0.0328037068248,0.0632118210196,0.0359328351915,159.461151123,50.905090332,0.00890764500946,0.0025370712392,362.742919922,1402.57897949,10.4257736206,2.30706143379,0.404514104128,0.375576376915,0.0113654863089,0.0438495017588,0.102992422879,0.0333677083254,163.548049927,0.971498548985,1.56311738491,0.0585206001997,0.00468164775521,0.51006680727,0.106185331941,0.692903757095,F,major,[,-,9,0,0,.,2,8,9,4,8,9,7
https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2,mental_work,R_8EbOmTY4KpFTsDK,Heart To Heart,['Mac DeMarco'],Mac DeMarco,211,2019,82,0.405063509941,0.071576975286,5.64945220947,4.84113454819,8.43458366394,-15.1671676636,1.96543312073,17.2532711029,5.24674510956,0.474501371384,0.157513409853,24.4687843323,39.6438713074,2.74164199829,2.06367826462,5.24690914154,10.6140928268,0.535809218884,0.135141894221,417.705810547,479.343841553,5.73172092438,4.14718866348,-6.2958793734e-09,9.72011626743e-09,0.0242011230439,0.0373464748263,0.0603756085038,0.0771737545729,62.8259887695,86.4572219849,0.003966470249,0.00280677340925,387.1378479,915.80255127,5.37552928925,3.95650792122,0.275810986757,0.310937285423,0.0185022354126,0.0305006559938,0.0379056334496,0.0282771904022,150.224975586,1.39825212955,3.3481361866,0.0648636743426,0.0028583991807,0.503218412399,0.105468288064,0.671404659748,B,major,[,-,8,8,5,.,6,3,2,2,0,2,1
https://open.spotify.com/track/4gyCAjlJc23N510msOtq3U,entertainment,R_2VQ2AZgtTitN9SY,Drinking Song for the Socially Anxious,['The Amazing Devil'],The Amazing Devil,336,2021,44,0.42064794898,0.0735215842724,12.0273294449,8.9071559906,20.1833381653,-14.4510755539,19.0904922485,16.9614276886,5.97286367416,0.306661933661,0.140115812421,41.9585266113,65.6212387085,3.63391304016,2.8578338623,18.0630893707,33.7035598755,0.504780828953,0.148471429944,915.58404541,1185.45556641,6.49582862854,7.84459018707,-3.35610228497e-09,5.55643575595e-09,0.0134746078402,0.0223560985178,0.0419490858912,0.0468581430614,13.0773925781,20.2190933228,0.00263119675219,0.00249454914592,1583.79943848,3139.6328125,2.55178022385,1.70803296566,0.538631260395,0.857682287693,0.0586636438966,0.082759603858,0.0208797156811,0.0296504888684,146.528930664,1.10405385494,2.68747425079,0.0718422532082,0.00193050189409,0.532346367836,0.0983076319098,0.672434508801,Eb,major,[,-,8,5,7,.,7,3,9,4,4,0,9
https://open.spotify.com/track/5DC8a9K1q6xTIDlTOVVJt9,mental_work,R_8rid6Aiv4sOl6JB,Washed Up,['Sharktank'],Sharktank,204,2021,56,0.431005746126,0.062653914094,2.9954354763,18.4054698944,17.2121219635,-9.64201545715,3.17754077911,14.9903316498,5.74322223663,0.282896071672,0.105601787567,16.6202850342,23.3896446228,2.75600576401,1.70116817951,14.3754291534,18.2251377106,0.558533966541,0.131932660937,898.349121094,923.454711914,15.553393364,8.97594833374,-9.76417879883e-09,7.52691597938e-09,0.038521669805,0.0289296936244,0.0984629392624,0.0655054748058,13.059378624,21.3811035156,0.0057081351988,0.00223591132089,1092.99536133,2067.63647461,2.40961384773,1.62657701969,0.89822691679,1.07960391045,0.043842960149,0.0569546073675,0.052789658308,0.0299215056002,90.9282684326,1.18395543098,4.16583061218,0.076000906527,0.00180954532698,0.496599644423,0.0944010689855,0.843310415745,E,major,[,-,6,8,6,.,5,6,3,6,5,9,6
https://open.spotify.com/track/7erB0WqRa33hTQvrSMRYeB,solace,R_2oS0VRFGHi3daXX,The Devil in His Youth,['Protomartyr'],Protomartyr,157,2015,36,0.467383086681,0.0597853548825,2.44357299805,23.9586639404,14.8389205933,-6.63292884827,6.96239900589,12.3610973358,4.36303758621,0.182690992951,0.0788184627891,5.18037891388,6.66423749924,1.82964372635,1.27311944962,33.6902313232,17.0509681702,0.60818952322,0.0781283155084,1601.69030762,560.495849609,29.30169487,10.3719110489,-7.10323710962e-09,5.2436823772e-09,0.0289823357016,0.0207364540547,0.0891101211309,0.0486779995263,10.0131654739,23.8145542145,0.00495139928535,0.00193883478642,1994.04699707,1312.38513184,1.71715283394,1.50272500515,0.714693784714,0.740157663822,0.0673204213381,0.0334325991571,0.0403521768749,0.0258420463651,98.9111862183,1.10220932961,2.74858188629,0.065134100616,0.00353669328615,0.489869892597,0.106877528131,0.585865855217,Bb,major,[,-,6,2,8,.,7,1,1,7,9,1,9
https://open.spotify.com/track/63qapUS8yLKz0tb0eOgOTF,strong_sensation,R_8HY1QG4yHOHpN5L,Million Eyes,['Loïc Nottet'],Loïc Nottet,253,2017,55,0.439619362354,0.0583554022014,4.90263652802,19.6055526733,19.0969810486,-9.49538612366,8.06630325317,17.9893512726,7.27434444427,0.2754368186,0.122221425176,19.3816108704,46.8716430664,2.55568957329,2.3341729641,20.2634716034,19.998167038,0.454194188118,0.131050527096,1202.01550293,759.450012207,14.7506875992,9.91158294678,-9.68741087348e-09,1.05321680266e-08,0.0383406877518,0.0405189320445,0.0870422795415,0.0651437044144,11.7135791779,28.1249485016,0.0053342920728,0.0029918088112,1204.83325195,1860.14709473,2.15744280815,1.68557465076,1.01380693913,1.60685253143,0.0488519445062,0.0584719777107,0.0654986947775,0.0580266751349,109.916648865,1.16488146782,2.55515503883,0.0588558837771,0.0020168684423,0.550496578217,0.0979409888387,0.593070805073,B,major,[,-,7,0,4,.,0,4,4,7,3,8,7
https://open.spotify.com/track/0Ck3kW2KiRLjMOGiKzW3la,solace,R_837aAI9nePo1QDT,Happy Survival (feat. Khruangbin),"['Childish Gambino', 'Khruangbin']",Childish Gambino,203,2024,47,0.46194806695,0.0369193181396,5.73379468918,12.0666189194,13.8524246216,-8.85258483887,4.07794475555,21.231048584,8.31346607208,0.342789381742,0.162645176053,91.5029907227,121.906593323,5.85451793671,4.50690937042,18.9826717377,33.3253479004,0.362221211195,0.201155900955,1378.52416992,2430.65234375,7.43704175949,7.53225231171,-1.61773616725e-08,2.12668407329e-08,0.0621514432132,0.0810574442148,0.085785202682,0.112566433847,11.8205795288,15.8688554764,0.00618468318135,0.00473132217303,1777.15808105,4319.22412109,2.12343740463,1.37734615803,0.853898704052,0.768513143063,0.0587364546955,0.116231553257,0.1071042642,0.0912204086781,153.490219116,1.26307892799,4.43409156799,0.0873032957315,0.00344901927747,0.445153623819,0.138694435358,0.48959389329,Ab,minor,[,-,7,9,1,.,5,0,0,8,5,4,4
https://open.spotify.com/track/1ai4kUdzv3xq4EVh6DNWEB,entertainment,R_2p9wWWpkx5peG4N,Blue Lamp - 2016 Remaster,['Stevie Nicks'],Stevie Nicks,230,2016,34,0.462857604027,0.0277484413236,3.58742499352,21.2610321045,20.5321788788,-12.5339851379,2.85763835907,12.1421947479,3.79097962379,0.20665743947,0.0683811530471,10.3726711273,12.9517564774,2.46537399292,1.38216018677,23.6187801361,16.2035083771,0.563250362873,0.0825260877609,1290.59521484,598.343566895,19.6228427887,10.2891664505,-7.33864480296e-09,5.54045787027e-09,0.0296261049807,0.0222089737654,0.078554302454,0.0553245693445,4.88609266281,3.69033288956,0.00500139873475,0.00197213259526,1397.04187012,1515.74658203,1.53908014297,0.48353600502,0.826728701591,1.22087728977,0.0588260926306,0.0430722460151,0.0505383871496,0.0253742672503,126.145568848,1.30832576752,3.14182066917,0.0700161457062,0.00181598064955,0.480213880539,0.0982624292374,0.760553181171,Ab,major,[,-,6,5,1,.,5,1,1,9,0,1,8
https://open.spotify.com/track/7tqcKt5H9BmBLaT22VHqBX,entertainment,R_8l46mlZGFZsyKeB,COMPLETE MESS,['5 Seconds of Summer'],5 Seconds of Summer,206,2022,58,0.450751394033,0.0439817197621,3.20390820503,23.0477581024,21.6982555389,-9.13463020325,7.29415988922,15.9987239838,5.47332334518,0.241072759032,0.111228182912,17.5361557007,26.1847000122,2.87219786644,1.76317441463,18.3397121429,14.8118848801,0.500339865685,0.107473507524,1204.22521973,826.28894043,19.4435939789,12.5677700043,-9.18459264199e-09,6.71188571388e-09,0.0367553420365,0.0265606176108,0.0782837867737,0.0483072251081,7.90096282959,12.8895425797,0.00556480605155,0.00221174652688,1164.79333496,1567.47253418,1.89825630188,1.22258388996,0.671065211296,0.895303964615,0.0513756349683,0.0434475727379,0.045172598213,0.0295030251145,163.089675903,0.932663202286,3.81714487076,0.0391363017261,0.00202429154888,0.572133243084,0.0972423329949,0.729410052299,G,major,[,-,6,5,8,.,2,6,2,3,2,9,1
https://open.spotify.com/track/7FAFkQQZFeNwOFzTrSDFIh,"[('entertainment', 2)]",R_8cbeXQem84K93QF,The Spins,"['Mac Miller', 'Empire Of The Sun']",Mac Miller,195,2010,82,0.465845644474,0.0289252307266,3.02021336555,29.0424766541,24.321434021,-6.97433662415,2.48917531967,13.8860721588,4.8386297226,0.198672503233,0.0645957738161,26.5815677643,45.6741027832,3.59762883186,2.6082034111,27.085565567,23.3231983185,0.545269429684,0.0976002812386,1422.16638184,725.967651367,16.3814144135,9.50837993622,-7.99601895807e-09,7.3003012524e-09,0.0328130312264,0.0288075897843,0.10133433342,0.0607899427414,2.8056306839,2.12168669701,0.0051754671149,0.00228633964434,1802.78747559,2098.27172852,1.33280551434,0.442726552486,0.891971051693,1.30375254154,0.0781481489539,0.0434548780322,0.0654450580478,0.0182122122496,126.961280823,1.52576160431,4.40541791916,0.0725290328264,0.00189618393779,0.540170311928,0.0766770541668,0.631018400192,C,major,[,-,6,3,4,.,4,2,0,4,7,1,1
https://open.spotify.com/track/2y4zACwzvHfotHgkfG6OZi,strong_sensation,R_8PbUFpCdBq8pYqu,"The Gadfly Suite, Op. 97a: Romance","['Dmitri Shostakovich', 'Nemanja Radulović', 'Deutsches Symphonie-Orchester Berlin', 'Michail Jurowski']",Dmitri Shostakovich,256,2014,37,0.405231267214,0.0598821677268,7.38427448273,10.9171533585,18.1430854797,-17.2321224213,15.7804489136,15.3479337692,6.53277587891,0.294668763876,0.107085384429,20.7452278137,182.590209961,1.92880952358,3.17818593979,17.8156986237,18.9847488403,0.479005128145,0.12361228466,1188.16174316,1282.57629395,9.0010843277,6.53319406509,-3.13143955211e-09,4.36599023601e-09,0.0128090009093,0.0179255958647,0.0352022945881,0.0339884869754,17.1603393555,22.5847530365,0.00284210708924,0.00210213731043,1392.65234375,2183.11181641,2.59098315239,1.68076527119,1.20894837379,1.5763245821,0.0486876443028,0.0586472265422,0.0134976310655,0.0194571185857,129.314987183,0.87344956398,1.01570796967,0.0348753146827,0.00271051679738,0.559134185314,0.122314840555,0.850560724735,C#,major,[,-,8,0,7,.,2,8,1,0,0,5,8
https://open.spotify.com/track/6QDcmN2Avrim8kNoCHkw9s,diversion,R_2VQ2AZgtTitN9SY,This World,['ATEEZ'],ATEEZ,212,2023,56,0.476475149393,0.0202510487288,3.47898030281,35.4794311523,26.4761123657,-7.11642837524,7.95639133453,18.7071247101,7.64833211899,0.184875041246,0.0760821476579,25.2079486847,39.897151947,3.67156076431,2.46288967133,27.1067848206,19.8655815125,0.469965934753,0.145110726357,1767.61401367,724.689025879,25.0634651184,12.9390554428,-1.12134417307e-08,8.07484212828e-09,0.0455402135849,0.0314901098609,0.110502906144,0.0618313215673,2.36440968513,1.671438694,0.00621329806745,0.00241338880733,1630.11914062,1830.50622559,1.25302624702,0.331352740526,0.681544840336,1.10735654831,0.0730706304312,0.0481207445264,0.0565100163221,0.0354311615229,88.025062561,1.09858322144,3.57708501816,0.0787746161222,0.00284463888966,0.506596148014,0.0978700071573,0.726941287518,D,minor,[,-,6,0,4,.,9,8,7,6,0,9,8
https://open.spotify.com/track/2xDHUsWEsH33sKbFqDZPFj,revival,R_2VdoBUAa69ab0h6,Emit Remmus,['Red Hot Chili Peppers'],Red Hot Chili Peppers,240,1999,48,0.480134189129,0.0194284804165,2.42070436478,27.3114242554,19.5998668671,-6.01924037933,4.20400524139,16.0587463379,5.98323345184,0.180734798312,0.0853356570005,12.1590538025,21.7316741943,2.69367814064,1.94475698471,42.1047668457,27.2454166412,0.51317602396,0.127380490303,2148.88500977,687.983703613,24.538274765,13.7001247406,-5.70124880639e-09,2.99205860088e-09,0.0239950660616,0.0120870452374,0.0778371244669,0.0416193492711,3.78022408485,6.70362758636,0.00466484250501,0.00128417427186,2363.7512207,1535.70556641,1.07529485226,0.601897358894,0.772788882256,1.23261141777,0.0794265046716,0.0385848730803,0.0285435840487,0.0115884216502,112.86100769,1.13281154633,3.47595071793,0.0715114027262,0.00193274067715,0.493313580751,0.0851925387979,0.621299207211,Ab,major,[,-,6,3,1,.,7,4,4,8,1,2,0
